1,CO-WS-AM,CPD-LOC,IND,Z-COTRI 48% WSP ARVIN,Z-COTRI 48% WSP ARV,KG,SAC,10,1,46013,N,0
2,CTCWSP-D,TOLL,ACP,Z CHLORTETRACYCLINE WSP,CTC WSP LDI,KG,SAC,25,1,8020,N,3
1,CTCWSP-T,CPD-LOC,TOLL,CHLORTETRACYCLINE     WSP TBPI,CTC WSP TBPI,KG,SAC,25,770,47020,N,2
1,ERY-WS-T,MP,WSP,ZERYTHROMYCIN 5.5% WSP TBPI,ZERYTHRO 5.5%WSP TBP,KG,BOX,4,1,49028,N,3
2,PYRI-W-T,TOLL,WSP,PYRILLAK WSP 1 KG,PYRILLAK WSP 1 KG,KG,SAC,25,150,50048,Y,3
2,PYRI-10K,CPD-LOC,TOLL,PYRIMETHAMINE WSP 10 KG TBPI,PYRIMETH 10 K TBPI,KG,BOX,10,1,51017,N,2
2,CO24FORT,CPD-LOC,FGP,Z-CO-TRI 24% FG  FORTE,Z-CO-TRI 24% FORTE,KG,BOX,20,1,56001,N,0
2,XMASPRO1,CID,CIP,ZLCPI X-MAS PROMO PACK,ZXMAS PROMO P 110.0,PAC,BOX,10,110,157006,N,3
2,XMASPRO2,CID,CIP,Z XMAS PROMO,XMAS PROMO VIP,SET,BOX,14,1,113,N,3
1,MO 20 L,CID,CIP,MESS OUT 20 L,MESS OUT 20 L,CDJ,CBJ,20,63,57338,N,3
2,AMPIC20W,MP,WSP-ABP,ZAMPICILLIN  20% WSP TBPI,ZAMPICILLIN  20% WSP,KG,KG,25,1,37014,N,3
1,BW 20L,CID,CIP,BRIGHT WASH 20 L,BRIGHT WASH 20 L,CBJ,CBJ,20,836,40044,N,2
2,HATEGG2M,TOLL,DIP,ZHATCHING EGG SPRAY 200 ML,ZHATCHING EGG 200 ML,SET,BOX,30,1,15327,N,3
1,ANTI-LEU,OTC,TOLL,MAGNOLIA ANTILEUKO NEW FORML,MAG. ANTILEUKO NEW F,KG,BOX,25,1,85009,N,2
1,TRISULBA,CPD-IMP,HHP,Z-TRISUBAN SUSPENSION  LDI,Z-TRISUBAN SUSP  LDI,BOT,BOX,12,1,12002,N,0
2,VERM 1GM,OTC,HHP,ZVERMGUARD F.G. 1 GM,ZVERMGUARD F.G. 1 GM,KG,KG,25,1,11002,N,3
2,CARWAS25,CID,CIP,MESS OUT CARWASH 250 ML,MESS OUT CARWASH 250,BOT,BOT,36,52,30110,N,3
2,IPA180AC,CID,CIP,LA FAMILLIA ALCOLOGNE 180 ML,IPA ALCOLOGNE 180ML,BOT,BOT,72,11.7,58014,N,3
2,IPA480AC,GAL,GAL,LA FAMILLIA ALCOLOGNE 480 ML,IPA 480 ML ALCOLOGNE,BOT,BOT,36,23.15,59014,Y,3
2,TETRAMOX,CPD-LOC,FGP,TETRAMOX FG,TETRAMOX FG,KG,KG,10,1,31019,N,2
2,IPACLEAN,SVC,GAL,ETHYL ALCOHOL FOR CLEANING,IPA CLEANING (ETHYL),LTR,LTR,20,1,10242,Y,3
2,DOXY20%W,TOLL,WSP-ABP,DOXYLAK 20 % WSP,DOXYLAK 20 % WSP,KG,BOX,4,1,60032,N,3
2,ELECTROL,CPD-LOC,WSP,LYTE V FORTE CPD,LYTE V FORTE CPD,KG,KG,4,1,61031,N,2
2,NORFLXHD,TOLL,FGP-AB,LAKXINOR 10% FG,LAKXINOR 10% FG,KG,KG,10,85,62080,N,3
2,H2O2-120,SVC,GAL,HYDROGEN PEROXIDE SOL'N 120 ML,H2O2 SOL'N 120 ML,BOT,BOT,144,7.9,65045,N,3
2,H2O2-60,SVC,GAL,HYDROGEN PEROXIDE SOL'N 60  ML,H2O2 SOL'N 60 ML,BOT,BOT,288,6.65,66021,N,3
1,CTC20WSP,CPD-LOC,ACP,CHLORTETRACYCLINE 20% WSP TBPI,CTC 20% WSP TBPI,KG,KG,20,1,63028,N,2
1,ELEC-LDI,TOLL,HHP,ELECTROLYTE CONC. LDI,ELECTRO CONC. LDI,KG,KG,25,1,69017,Y,2
1,CH10%WSP,MP,WSP-ABP,ZCHLORAMPHENICOL 10% WSP,ZCHLORAM 10% WSP,KG,KG,10,1,68002,N,3
2,POLYTHRO,MP,HHP,ZVITHROMYCIN (POLYTHRO) WSP,ZVITHROMYCIN POLYTHR,KG,KG,8,1,70007,N,3
1,AD3E+ELE,MP,WSP-VMP,ZVITAMIN AD3E + ELECTROLYTE WS,ZVIT AD3E + ELECTRO,KG,KG,8,1,159001,N,3
2,COLI+ERY,MP,WSP-ABP,ZCOLISTIN + ERYTHROMYCIN WSP,ZCOLIS + ERYTHRO WSP,KG,KG,8,1,2,N,3
2,PVPIWEIS,SVC,GAL,PVP-I 10% SOLN 120 ML WEIS,PVP-I 10% SOL120MWEI,BOT,BOX,144,55,71004,N,0
2,IPA70-1L,SVC,GAL,ISOPROPYL ALCOHOL 70% 1 LITER,IPA 70% 1 LTR,BOT,BOT,12,52.5,72020,N,3
2,NORFLWSP,TOLL,WSP-ABP,LAKXINOR 10% WSP,LAKXINOR 10% WSP,KG,BOX,4,120,73035,N,3
2,PVP40PLC,SVC,GAL,PVP-I POWDER 40 GMS LCPI,PVP-I POW 40 GMS LC,BOT,BOT,36,66,75004,N,3
2,IPA70-4L,SVC,GAL,ISOPROPYL ALCOHOL 70% 4 LITERS,IPA 70% 4L,GAL,GAL,4,198.5,76032,N,3
2,PVP60ML,SVC,GAL,PVP-I 10% SOLN  60 ML WEISSER,PVP 10% SOL60ML LCPI,BOT,BOT,12,31.6,77002,N,0
2,PVP30SOL,SVC,GAL,PVP-I 10% SOLN  30 ML LCPI,PVP-I 10% SOLN30MLCP,BOT,BOT,72,33.9,78047,Y,3
1,MO2LHW,CID,CIP,MESS OUT LIQUID HANDSOAP 2L,MESS OUT HANDSOAP 2L,BOT,BOT,6,135.1,79049,N,3
2,ISOLYTE,TOLL,WSP,ZTROVITE 3 KG/PAIL,ZTROVITE 3 KG/PAIL,KG,KG,3,207,80226,N,3
2,MESS-OUT,CID,CIP,MESS OUT CONC. LOCAL,MESS OUT CONC. LOCAL,LTR,LTR,200,1,81624,N,3
2,NOR-BROM,TOLL,FGP-AB,NORFLOXACIN+BROMHEXINE FG 1KG,NORF + BROMHEX FG,KG,KG,10,877.25,82063,Y,3
2,CTS WSP,CPD-LOC,TOLL,CTS FG,CTS FG,KG,KG,10,1,83004,N,2
2,COLIMOX,TOLL,WSP,COLIMOXYN WSP,COLIMOXYN WSP,KG,KG,4,40,84047,N,3
1,IPA70-20,SVC,GAL,ISOPROPYL ALCOHOL 70% 20L,IPA 70% 20 L,CBJ,CBJ,20,1,86003,N,3
2,CH20%WSP,MP,WSP-ABP,ZCHLORAMPHENICOL 20% WSP,ZCHLORAM 20% WSP,KG,KG,10,1,87017,N,3
2,PAR15DOH,SVC,GEN,ZPARACETAMOL DROPS 60/0.6 DOH,ZPZARA 60/0.6 DRPS D,BOT,BOX,144,1,88004,N,2
2,PAR125SD,SVC,GEN,ZPARACETAMOL SYRUP 125/5  DOH,ZPARA  125/5 SYR DOH,BOT,BOX,144,14,90005,N,2
2,PAR250SD,SVC,GEN,ZPARACETAMOL SYRUP 250/5  DOH,ZPARA 250/5 SYP DOH,BOT,BOT,144,20,89016,N,2
1,LYTE V,OTC,WSP,LYTE V FORTE,LYTE V FORTE,KG,KG,4,100,92004,N,2
1,LAKTRAZI,OTC,WSP,ZLACTRAZINE,ZLAKTRAZINE,KG,KG,25,100,93002,N,3
1,LAKX OTC,OTC,HHP,ZNORFLOX 10% SOL'N 250 ML OTC,ZNORFLOX 10% SOLN OT,BOT,BOT,20,100,94005,N,3
2,LAKX CPD,MP,WSP-ABP,ZNORFLOX 10% SOL'N 250 ML CPD,ZNORFLOX 10% SOLN CP,BOT,BOT,20,100,95011,N,3
2,PAR250SC,SVC,GEN,FLURINOL 250MG/5ML SYRUP 60ML,FLURINOL 250MG SYRUP,BOT,BOX,72,20,89023,Y,2
1,PVP120ML,SVC,GAL,PVP-I 10% SOLN 120 ML LCPI,PVP-I 10% SOLN120LCP,BOT,BOX,72,20,97007,Y,0
2,PIPERWSP,TOLL,HHP,PIPERAZINE CITRATE WSP,PIPERAZINE WSP LDI,KG,KG,25,1,98004,Y,3
1,LKTRCN5%,TOLL,INJ,GENCOTIL 5% INJECTION  100 ML,GENCOTIL 5% INJ.100M,VL,BOX,12,75,100058,N,3
1,LTY10%,TOLL,INJ,LAKTEROCYN 10% INJECTION 100ML,LAKTEROCYN 10% INJ,VL,VL,12,241.5,101029,Y,3
2,LKTMN1L,TOLL,WSP,Z LAKTAMINO 1L,Z LAKTAMINO 1L,LTR,LTR,12,770,102242,N,3
2,LSVTAC1L,TOLL,WSP,LAKSOVIT AD3E+C EMULSION 1L,LAKSOVIT AD3E+C EMUL,LTR,LTR,12,75,103158,N,3
2,PCJEC100,TOLL,INJ,LAKSADE INJECTION 100 ML,LAKSADE INJ. 100 ML,VIA,VIA,12,85,104073,N,3
2,H2O2-500,SVC,GAL,HYDROGEN PEROXIDE SOL'N 500 ML,H2O2 500 ML,BOT,BOT,36,26,105013,N,3
2,RIDELYTE,CPD-LOC,TOLL,RIDELYTES WSP,RIDELYTES WSP,KG,KG,10,1,106007,N,2
2,MILKOLAK,TOLL,FGP,Z MILKOVET FG 10KG/PL,MILKOVET FG 10KG/PL,KG,KG,10,161.7,108145,N,3
2,H2O2-1L,SVC,GAL,HYDROGEN PEROXIDE 1 LITER,H2O2 1 LITER,BOT,BOT,12,47,110009,N,3
1,PVP1LSOL,SVC,GAL,PVP-I 10% SOLN   1 L  LCPI,PVP-I 10% SOLN 1L LC,BOT,BOT,12,272,111010,Y,0
2,CYTA-DIL,CPD-BR,WSP,ZLAKSOVIT ADE+C 1 L DILUTED,ZLAKSOVIT ADEC DIL 1,LTR,LTR,12,913,107024,N,3
2,MILKO-LD,CPD,HHP,ZMILKOLAK FG 100G,ZILKOLAK FG 100G,KG,KG,25,350,112013,N,3
2,LACROZOL,SVC,BRN,LACROEZOLE  SUSPENSION 60ML,LACROEZOLE  SUSP60ML,BOT,BOT,72,18.5,292040,Y,2
2,NOR10INJ,TOLL,INJ-ABP,FLOXAVET 10% INJECTION 100ML,FLOXAVET 10% INJ 100,VIA,VIA,12,60,114047,N,3
2,CO48BMEG,TOLL,FGP-AB,COTRIMAZINE 48% FG,COTRIMAZINE 48% FG,KG,KG,10,935,115044,N,3
2,CARBOCIS,SVC,GEN,Z-CARBOCISTEINE  100 MG/5 ML,Z-CARBO SYRP 100/5,BOT,BOT,72,1,116001,N,0
2,PYRI-AF,CPD-LOC,TOLL,PYRIMETH 1 KG ACHIEVERS FARM,PYRIMETH ACH'R FARM,KG,KG,10,1,116004,N,2
1,PVP60LCP,SVC,GAL,PVP-I 10% SOLN  60 ML LCPI,PVP-I 10% SLN60MLCPI,BOT,BOT,72,38.25,120014,Y,3
1,ALBENDAZ,CPD-IMP,HHP,Z-ALBENDAZOLE 1 L,Z-ALBENDAZOLE 1 L,BOT,BOT,12,1,117002,N,0
1,GROAID,MP,FGP-VM,ZGROAID FG 20  KG,ZGROAID FG 20  KG,KG,KG,10,1,118003,N,3
2,NUTRBLND,MP,FGP-VM,ZNUTRA BLEND MINERAL CONC.,ZNUTRA BLEND MIN CON,KG,KG,10,1,119001,N,3
1,SCOUR-PR,SVC,PCD,ZSCOURLAK PREMIX FG,ZSCOURLAK PREMIX FG,KG,KG,20,1,121002,N,3
1,GROAID2,MP,FGP-VM,ZGROAID FG 250 GMS,ZGROAID FG 250 GMS,KGS,KGS,40,1,124002,N,3
1,GROAID5,MP,FGP-AB,ZGROAID FG 500 GMS,ZGROAID FG 500 GMS,KGS,KGS,20,1,125002,N,3
2,BENZ1%SN,MP,DIP,ZBENZALKONIUM CHLORIDE 1%  SOL,ZBENZAL CL 1% SOLN,BOT,BOT,12,1,126003,N,3
2,LACRO-SX,SVC,BRN,LACROEZOLE SUSP PHY SX,LACROEZOLE PHY SX,BOT,BOT,144,1,127004,Y,0
2,LACROEMO,SVC,BRN,LACROEMOL SUSPENSION 60 ML,LACROEMOL SUSP 60ML,BOT,BOT,72,45,293014,Y,2
2,L'MOL-15,SVC,BRN,LACROEMOLE SUSP 15ML PHY SX,LACROEMOL SUSP 15ML,BOT,BOT,144,1,129003,Y,0
1,MIN+CHOL,TOLL,FGP-VM,MINERAL CONCENTRATE 20KG/PL,MINERAL CONC 20KG/PL,KG,PL,20,15,130093,N,3
1,COT40WSP,TOLL,WSP-ABP,COTRIMAZINE 40% WSP,COTRIMAZINE 40% WSP,KG,KG,10,1,132007,N,3
1,COT40FG,TOLL,FGP,COTRIMAZINE 40% FG,COTRIMAZINE 40% FG,KG,KG,10,1,131001,N,3
2,LEVIMIN,TOLL,FCP,LEVIMIN-GK FG 250 GMS,LEVIMIN-GK FG 250 GM,KG,KG,12,880,133174,Y,3
1,SYNTH-EM,CPD-LOC,WSP,Z SYNTHAMIN EMULSION 1 L,Z SYNTHAMIN EMUL 1 L,LTR,LTR,12,1,134037,N,2
2,PROTADIL,CPD-BR,WSP,ZLAKTAMINO EMULSION DILUTED  1,ZLAKTAMINO EMUL. DIL,LTR,LTR,12,770,135002,N,3
2,COTRI-GE,SVC,GEN,COTRI SUSP 240/5 60ML GENERIC,COTRI SUSP 240/5 60,BOT,BOT,144,24.2,318056,Y,2
2,COTRI-PS,SVC,GEN,Z-COTRI SUSP 240/5 PHY SX 15ML,Z-COTRI SUSP 240/5 P,BOT,BOT,144,1,139002,N,0
2,LINCOGEN,TOLL,INJ,LINCOGEN INJECTION 100ML,LINCOGEN INJ. 100 ML,VIA,VIA,12,82.5,142166,N,3
1,AMOX10WS,TOLL,FGP-AB,ZAMOXYCILLIN 10% FG,ZAMOXYICILLIN 10% FG,KG,KG,10,902,143116,N,3
1,NEOPREMI,TOLL,FGP-AB,NEOMYCIN PREMIX,NEOMYCIN PREMIX,KG,KG,10,782,149013,Y,3
1,VITFURAL,MP,WSP-VMP,ZVIT. CONC. + FURALTADONE WSP,ZVIT + FURALTADONE W,KG,KG,8,1,150003,N,3
1,TSK100VL,TOLL,INJ,TRISULLAK INJ. 100 ML,TRISULLAK INJ. 100ML,VIA,BOX,12,50,151013,Y,2
2,ALVET10O,TOLL,INJ,ZTRISULDINE INJECTION 100 ML,TRISULDINE INJ 100,VIA,BOX,12,316.25,152027,N,3
2,TYLOSIN,CPD-BR,INJ,ZCEPETYLINJECTABLE 100 ML IMP,ZCEPETYL INJ. 100 ML,VIA,VIA,12,441.65,153006,N,3
1,CHLRMSUS,SVC,GEN,CHLORAMPHENICOL SUSP 125MG/5ML,CHLORAM 125/5 SUSP,BOT,BOX,144,25,128028,Y,2
1,LAKTAMIN,CPD-BR,WSP,ZLAKTAMINO EMULSION,ZLAKTAMINO EMUL 1 L,BOT,BOT,12,770,156018,N,3
2,VCPF-CY,MP,FGP-VM,ZVIT CUSTOM PREMIX FG (C.YOUNG,ZVIT CP FG (C. YOUNG,KG,KG,25,1,160002,N,3
1,VITCPFG,MP,FGP-VM,ZVITAMIN CUSTOM PREMIX FG,ZVIT. CUSTOM PREMIX,KG,BOX,10,1,1,N,3
1,GEN5%WSP,MP,WSP-ABP,ZGENTAMYCIN 5% WSP,ZGENTAMYCIN 5% WSP,KG,KG,1,1,161002,N,3
2,LSVTADE,TOLL,HHP,Z LAKSOVIT 1 L,Z LAKSOVIT 1 L,BOT,BOX,12,1,162016,N,3
2,FLUOROQU,TOLL,FGP,FLUOROQUINOLONE 7.5% F.G,FLUOROQUINOLONE F.G.,KG,KG,10,1,163002,Y,3
1,THIAB100,OTC,HHP,ZTHIABEX INJECTION 100 ML,ZTHIABEX INJ. 100 ML,VIA,VIA,12,450,164016,N,3
2,LKTFC1LT,MP,FCP,ZLAKTAMINO FIGHTING COCK 1 LTR,ZLAKTAMINO FC 1 LTR,BOT,BOX,12,770,171002,N,3
1,BENZ20SN,TOLL,DIP,BENZALKONIUM CHLORIDE 20% SOLN,BENZAL CL 20% SOLN,BOT,BOX,12,1,175018,N,3
1,KAPRON,MP,WSP-VMP,ZKAPRON WSP,ZKAPRON WSP,KG,KG,10,1,176005,N,3
1,MICROLAK,MP,FGP-VM,ZMICROLAK ( PROTEIN BLEND ),ZMICROLAK,KG,KG,25,1,177002,N,3
1,LINGENIJ,MP,WSP,ZLINCOGENTAMYCIN WSP,ZLINCOGENTAMYCIN WSP,KG,KG,10,1,178002,N,3
2,NEOSOL,MP,WSP-ABP,ZNEOSOL WSP,ZNEOSOL WSP,KG,KG,10,1,179002,N,3
2,BPHCK,OTC,GEN,Z-BRGY. PRIMARY HEALTHCARE KIT,Z-BRGY. PRIM. HEALTH,SET,SET,1,1,3,N,0
1,REDITHRO,CPD-LOC,TOLL,REDITHROCYN  WSP,REDITHROCYN  WSP,KG,KG,10,1,180020,N,2
2,ADECCUMI,CPD-BR,WSP,ZVIT ADE+C CUSTOM MIX,ZVIT ADEC CUSTOM MIX,KG,KG,4,230,181006,N,3
1,PYRI-CM,CPD-LOC,TOLL,PYRIMETH SULFA + K3 CUSTOM MIX,PYRI SULFA K3 CUSMIX,KG,KG,10,1,182002,N,2
1,CH20%INJ,MP,INJ-ABP,ZCHLORAMPHENICOL 20% INJECTION,ZCHLORAM 20% INJ.,VL,BOX,12,1,183004,N,3
2,COTRIMOX,TOLL,GEN,COTRIMOXAZOLE 48% FG B-MEG,COTRIMOX 48% FG BMEG,KG,KG,10,1,184018,Y,3
2,CTPINJLO,TOLL,INJ,CEPETYL INJECTION 100 ML,CEPETYL INJ. 100ML,VL,VL,12,70,185064,N,3
2,OXY20PRE,CPD-LOC,CMP,OXYTETRACYCLINE 20% PREMIX,OXYTET 20% PREMIX,KG,KG,10,287.5,189026,Y,0
1,COLIPLUS,TOLL,ASP,COLIMOXYN SUSPENSION 150 ML,COLIMOX SUSP 150 ML,BOT,BOT,12,60,190095,N,3
2,NAPSTRES,OTC,INJ-ABP,ZNAPSTRESS ( VIT/ELEC ) WSP,ZNAPSTRESS WSP,KG,KG,12,1,191002,N,3
2,PVP20LSN,SVC,GAL,PVP-I 10% SOLN  20 L  LCPI,PVP- 10% SOLN 20L LC,CBJ,CBJ,20,1,192002,Y,0
2,PVP20SOL,SVC,GAL,Z-PVP-I 10% SOLN  20 L  LCPI,Z-PVP-I 10% SOLN 20L,CBJ,CBJ,20,1,192002,N,0
1,CH10%INJ,CPD-LOC,INJ,Z-CHLORAM 10% INJECTION,Z-CHLORAM 10% INJ,VL,VL,12,1,140006,N,3
1,POLYPLUS,MP,FGP-VM,ZPOLYVITAMIN/PLUSTAMIN CONC LO,ZPOLY/+TAMIN CONC LO,KG,BAG,20,1,193009,N,3
2,TROVIT25,OTC,HHP,ZTROVITE 25 KG TO 30 GMS,ZTROVITE 25 KG - 30,KG,KG,25,1,188003,N,3
2,POLY+25K,TOLL,FGP-VM,PLUSTAMIN/POLYVITAMINS 20 KG,POLY/PLUSTAMIN 20 KG,KG,BAG,20,1,195095,N,3
2,SCORBAN,OTC,HHP,ZSCOURLAK SUSP 60 ML,ZSCOURLAK SUSP 60 ML,BOT,BOT,24,88,196008,N,3
2,RIMOXICO,CPD-LOC,HHP,RIMOXICOL SUSP 150 ML,RIMOXICOL SUSP 150,BOT,BOT,12,1,197016,N,3
2,RIDOXPLU,CPD-LOC,WSP,RIDOXI-PLUS,RIDOXI-PLUS,KG,KG,10,1,198002,N,2
2,ERY20WSP,TOLL,WSP,ERYTHROMYCIN 20% WSP,ERYTHROMYCIN 20% WSP,KG,KG,4,1870,199016,N,3
1,PVPFCSOL,OTC,FCP,ZPVP-I 10% SOLN FC 15ML,ZPVPI 10% SOL FC 15M,BOT,BOT,72,1,200005,N,2
1,VITAFURA,MP,WSP-VMP,ZVITAFURACIN,ZVITAFURACIN,KG,KG,10,1,201004,N,3
2,NEOVET,MP,INJ-ABP,ZNEOVET ( NEOMYCIN 5% INJ ),ZNEOVET (NEOMY 5%INJ,VIA,VIA,12,1,202004,N,3
1,GLUTASEP,TOLL,DIP,GLUTASEP (GLUTACIDE) 4L,GLUTASEP 4L,BOT,BOT,12,150,203187,N,3
2,CHROMIUM,MP,FGP,ZCHROMIUM PLUS PREMIX,ZCHROMIUM PLUS PREMI,KG,KG,10,1,204020,N,3
1,EUTHAL,PET,PCD,SPECIAL INJECTABLE 2,SPECIAL INJECTABLE 2,VIA,BOX,12,1812,205028,N,3
1,WSHOUT-B,PET,PCD,Z WASHO OUT 200 ML,WASH OUT 200 ML,SCH,SCH,12,1,206010,N,3
1,NORSOL1L,MP,WSP,ZNORFLOXACIN 10% SOLN. 1L,ZNORFLOX 10% SOLN 1L,BOT,BOX,12,1,207012,N,3
2,LAKSADEC,MP,WSP-VMP,ZLAKSADEC EMULSION 1L,ZLAKSADEC EMULSION 1,BOT,BOT,12,1,208011,N,3
