DP212640,"XXXPRAETORIAN LOGISTICS, INC.",,,,0,242-814-802-000 VAT,242-814-802-000 VAT
DP212641,XXXPRECIOUS ELLEN PINGOL,,,,0,,
DP212642,DENNIS MENDOZA,,,,0,,
DP212643,ELIZABETH DISONGLO,,,,0,,
DP212644,STAN ENTERPRISES-OTC,,,,0,,
DP212645,EDMON EVANGELISTA,,,,0,,
DP212646,"LUZON GAMECOCK BREEDERS ASSOCIATION, INC.",,,,0,,
DP212647,JESSIE CAMINGAWAN,,,,0,,
DP212648,MANELYN TAGPUNO,,,,0,,
DP212649,SYTENGCO PHILIPPINES CORPORATION,"rm.503 REGINA GARDEN IIREINA REGENTE ST.,BINONDO MANILA",,371-1250,60,213-054-503-000 VAT,213-054-503-000 VAT
DP212650,ADS PLACEMAT,,,,0,,
DP212651,XXXENRIQUE Y.CASTILLO JR.& MA.GLORIA T.DELA L,,,,0,,
DP212652,MBTC C/A#7250-80585-0,,,,0,,
DP212653,XXXJOJO VELOSO,,,,0,,
DP212654,RGG BREEDERS ASSOCIATION,,,,0,,
DP212655,COMPUSPEED INC.,"RM 207-A C.RAMIREZ & CO.121 QUEZON AVE.,COR.G.ARANETA AVE.,Q.C.",EMILY CATABAY,749-3445,0,006-544-039-000 VAT,006-544-039-000
DP212656,SARAH JANE ISIPXXXX,,,,0,,
DP212657,JB JAVELLANA GEN.MDSE,,,,0,,
DP212658,SANO AGRIVET SUPPLY,,,,0,,
DP212659,BICOL GAMEFOWL BREEDERS ASSOCIATION,,,,0,,
DP212660,"MEDEX PHARMA, INC.","2/f 1013 EDSA,PROJECT 7VETERANS VILLAGE, Q.C.",,,90,254-162-571-000 VAT,254-162-571-000
DP212661,XXXXX S. TOMINES,,,,0,,
DP212662,JEZAREL GENERAL MERCHANDISING SHIRT FACTORY,"Pasilio E, Stall 8 & 10,Meisic Mall,Reina Regentest., Soler Crnr, Binondo",NONIE,242-7456,0,251-292-498-001 NV,251-292-498-001 NV
DP212663,VC TRADING,"2/f Farmers PlazaAraneta Center, CubaoQC",BYRON VILLEGAS,912-8213,0,161-637-944-001 VAT,161-637-944-001 VAT
DP212664,XXXGEOFFREY GREGORIO V. AMANTE,,,,0,,
DP212665,"CAPIZ GAMEFOWL BREEDER ASSOCIATION, INC.",,,,0,,
DP212666,PLACO PLASTIC INCORPORATED,"#14 united st., kapitolyoPASIG CITY",,,0,000-281-184-000 VAT,000-281-184-000
DP212667,LARGA,SAN PEDRO COLISEUMSAN PEDRO LAGUNA,,409-7559,0,,
DP212668,RAMON AVORQUE,,,,0,,
DP212669,SY HOOC SACK DEALER,513 Lavezares St.Binondo Manila,JAYSEN SY,242-3663,0,103-878-845-000 VAT,103-878-845-000 VAT
DP212670,FRIENDSHIP TRADING & POULTRY SUPPLY,"BRGY.FLORES ST.,ILOILO CITY",,,0,102-273-398-000 VAT,102-273-398-000
DP212671,VICTOR ARELLANO,,,,0,,
DP212672,DANILO M. PURIFICACION,,,,0,,
DP212673,LA UNION GAMEFOWL BREEDERS ASSOCIATION,,,,0,,
DP212674,JL RECORDING,,,,0,,
DP212675,"CARRINGTON TRADING, INC.","121 Dangay St. Proj. 7,Quezon City",,,60,006-524-330-000 VAT,006-524-330-000 VAT
DP212676,XXXEGDON MARK T. GONZALES,,,,0,,
DP212677,PETER UY,,,,0,,
DP212678,GER-PER ENGINEERING SUPPLIES,"lot 48-49 blk.4 nativityst.sant gregory subd.san isidro, cainta rizal",,385-5873,0,122-489-366-000 VAT,
DP212679,XXXJAYSON D. JIMENEA,,,,0,,
DP212680,XXXRHETT C. TARONAS,,,,0,,
DP212681,"DAVAO ORCHARD ROAD, INC.",,,,0,,
DP212682,LOUIE L. VILLEGAS,,,,0,,
DP212683,XXXJIAME R. AGON,,,,0,,
DP212684,XX-LAURIANO M. ANADON JR.,,,,0,,
DP212685,XXXIRONE LEE M. GURREA,,,,0,,
DP212686,H S B C,,,,0,,
DP212687,ASIA OIL & FATS INDUSTRIAL CO. LTD.,"Kaliraya, Quezon Province",,,0,102-308-518-000 VAT,102-308-518-000 VAT
DP212688,ALEJANDRO DE LEON JR,blk 16 lot 27 santan st.PHASE 2 V&G SUDB.TACLOBAN CITY,,,0,,
DP212689,ADANI PHARMACHEM PVT. LTD.,"II, Plot No. 198/2,Road 'M', Rajkot:360003 India",,,0,,
DP212690,XXXABDEL IRZHAD C. NANI,,,,0,,
DP212691,STITCH N SUITS FASHION CENTER,#3 ROAD 1 HIGHWAY HILLSMANDALUYONG CITY,,726-6359,0,115-719-023,115-719-023
DP212692,XX-FRIENDSHIP TRADING & POULTRY SUPPLY,,,,0,,
DP212693,"TNT EXPRESS WORLDWIDE (PHILS), INC.","G/F PSI Admin Bldg., ICTCompound NAIA Brgy. 198NCR, Pasay City 1300",,,0,000-172-580-000 VAT,000-172-580-000
DP212694,JOHN DAVE S. YASA SR.,,,,0,,
DP212695,JOEL TIRE CHECK CENTER,"door 10,NPRDC BLDG.PANGANIBAN DRIVENAGA CITY",,811-3157,0,192-870-403 VAT,192-870-403
DP212696,RICHLIZ TRADING,"PLATINUM COMMERCIAL CENTRNATIONAL HIGHWAY,PLATEROBINAN, LAGUNA",,,7,147-325-632-000 VAT,147-325-632-000
DP212697,HERMIE REY GARCIA,,,,0,,
DP212698,ROMMEL R. BENITEZ,,,,0,,
DP212699,PEPITO ARGONSULA BUCANE,c/o Staffhouse - Iloilo,,,0,,
DP212700,XXXFRED BARCELONA,,,,0,,
DP212701,ERIC ENAGE,,,,0,,
DP212702,XXXSERVILLANA VENEZUELA,,,,0,,
DP212703,JONATHAN B. GARCIA,,,,0,,
DP212704,INFO IMAGING TECHNOLOGIES CO.,SAN JUAN M.MLA,,727-6978,0,004-842-032-000 VAT,0
DP212705,XXXKATRINA LICARDO,,,,0,,
DP212706,FELIZARDO C. BERNAL JR.,,,,0,,
DP212707,MODERN IMAGE GRAPHIC SIGNS CO.,UNIT N-0 295 P.TUAZONPROJECT 4 Q.C.,MS.DONNA,437-0100,0,006-509-740-000 VAT,0
DP212708,ERICK FALLER,,,,0,,
DP212709,EARLY BIRD PUBLICATION,"23 sampaguita st.,PUTATAN, MUNTINLUPA CITY",,,0,130-928-677-000 VAT,
DP212710,DANIEL CHIU,,,,0,,
DP212711,XXXANICIA R. MANUYAG,,,,0,,
DP212712,CARGO 2 KONEK LOGISTICS INC.,"RM.3C OSMENA BLDG.1991 A.MABINI ST.,MALATE MANILA",,,0,240-290-577-000 VAT,
DP212713,SANDRA SANTOSXXXX,,,,0,,
DP212714,"UNIQUE ADVERTISING MARKETING SERVICES,INC.","1047-A REINA REGENTE ST.,COR.CM RECTO AVENUEBINONDO, MANILA",,243-0839,0,202-344-153-000 VAT,
DP212715,ABENSON CUBAO,"NEW FARMERS PLAZACUBAO, QUEZON CITY",,,0,000-050-036-005 VAT,000-050-036-005
DP212716,DANZIG TRADING INC.,,,,0,,
DP212717,ERIC A. LACSON,,,,0,,
DP212718,XXXCHRISTOPHER ALFEREZ,,,,0,,
DP212719,XXXJIMMY ANTHONY A. LAYUG,,,,0,,
DP212720,ALEXANDER T. MIRANDA JR.,,,,0,,
DP212721,ALVIN P. MONTIEL,,,,0,,
DP212722,XXXJOEFFREY S. PAVIA,,,,0,,
DP212723,XXXBERNIE P. SAGUIBO,,,,0,,
DP212724,XXXMARIFE M. SADSAD,,,,0,,
DP212725,"XXXBEA SPORTS PRODUCTIONS, INC","UNIT 15F EISENHOWER CONDO#7 EISENHOWER ST., GREEN-HILLS, SAN JUAN, M. MLA.",,721-5967,0,007-074-076-000,007-074-076-000
DP212726,XXXTOPMARK FORWARDERS,,,,0,154-432-306,154-432-306
DP212727,MANCENIDO TRADING,"1027 San Pablo St.,KAbilang Baybay, CArmonaCavite",,,15,112-825-614-000 VAT,112-825-614-000 (9/17/12)
DP212728,DEN-AIRE INCORPORATED,"545 QUEZON AVE.,WEST TRIANGLE Q.C.",,927-4117,0,005-517-988 VAT,
DP212729,TINTA VENTURES,"1/F ALLEY 25,PROJECT 6QUEZON CITY",,453-1533,30,230-783-214-000 VAT,230-783-214-000
DP212730,MYM PHOTO EXPRESS,,,,0,,
DP212731,XXXARTHUR SY,,,,0,,
DP212732,WINNERS ALL POULTRY SUPPLY,,,,0,,
DP212733,CASH,,,,0,,
DP212734,XXX  SHERYL LOU BAJAMONDE,,,,0,,
DP212735,XXX ROWENA MANALOTO,,,,0,,
DP212736,"PHIL.BUSINESS PROFILES & PERSPECTIVE, INC.",,,,0,,
DP212737,RUDOLF HALCONXXXX,,,,0,,
DP212738,"NATURAL INGREDIENTS MERCHANT, INC.",#54 PAO STREETSTA.MESA HEIGHTSQ.C.,KERRY DE GUZMAN,410-6475,0,007-238-626-000 VAT,
DP212739,XXXANDY J. FERRERIA,,,,0,,
DP212740,RAFAEL P. YULO,,,,0,,
DP212741,STEPHEN AMPIL,,,,0,,
DP212742,JOSEPH MARAVILLA,,,,0,,
DP212743,"GS1 PHILS.,INC.",,,,0,,
DP212744,BUGZ ARTSHOPPE,"Mabolo, Cebu City",MAYETTE JAMERO,416-6658,0,,
DP212745,SWEET DYNAMICS,"66 SAN DIEGO SUBD. ARKONGBATO, VALENZUELA CITY",,,90,102-235-673-001 VAT,102-235-673-001
DP212746,RABBIT ADVERTISING,,,,0,,
DP212747,XXXPHILSAN VISMIN CHAPTER,,,,0,,
DP212748,XXXARTER H. SEBASTIAN,,,,0,,
DP212749,EDWARD SUNICO,,,,0,,
DP212750,FOXXION CHEN,,,,0,,
DP212751,IN A JIFFY ENTERPRISE,"LOT 13 B15 PHASE II-BMANGAGAHAN,KAGINHAWAAN RDKARANGALAN VILLAGE,PASIG",ROSAL B. ALINA,682-3373,0,182-548-930-000 VAT,
DP212752,RANDY P. BARRO,,,,0,,
DP212753,DE LA SALLE UNIVERSITY,,,,0,,
DP212754,ROXANNE G. ESPINOXXX,,,,0,,
DP212755,XXXDOMINGO B. DABAO JR.,,,,0,,
DP212756,XXXARCHIE GLEYO,,,,0,,
DP212757,KULICKE & SOFFA(PHILIPPINES) INC.,,,,0,,
DP212758,THE BRAIN COMPUTER CORP.,"UNIT 5 - 308 B, 3/FVIRAMALL SHOPPING CENTER,GREENHILLS, SAN JUAN CITY",,,0,003-508-768-000 VAT,
DP212759,PIXOGRAFX DIGITAL IMAGING & PRINTING CENTER,"455 GEN. BAUTISTA ST.,SAN JUAN, METRO MANILA",,,0,003-889-405-000 VAT,0
DP212760,Z & F GENERAL MERCHANDISE,420 National Hi-wayPlatero Binan Laguna,,,0,133-995-896-000 VAT,133-995-896-000
DP212761,MILADAY JEWELS,,,,0,,
DP212762,WASHINGTON WATCHES AND JEWELRIES,"level 1,power plantrockwell center,amapelacor.estrella st.,makati",MARIBEL,898-2299,0,100-064-210-004 VAT,100-064-210-004 VAT
DP212763,"TENG HWA TRADING CO.,INC.","6th St., Capitol ShoppingCenter, Bacolod City",,,0,000-424-099-000-VAT,000-424-099-000-VAT
DP212764,"AIR 21, INC.",subic bay freeport zone,,,0,004-075-464-000 VAT,
DP212765,RGG SPORTS CENTER,,,,0,,
DP212766,FAST LABORATORIES,"#62 20th ave.,cubao q.c.",,913-0240,30,005-216-414-000 VAT,005-216-414-000
DP212767,ST.JUDE LOGISTICS CORP.,"PIER 10 NORTH HARBORTONDO,MANILA",,244-7284,0,240-789-009-000VAT,
DP212768,XXXREBECCA PULIDO,,,,0,,
DP212769,MULTIFOLD ENTERPRISES AND DEVELOPMENT CORP.,753 Quirino Highway SanBartolome NovalichesQuezon City,MS.CLARIN,,0,005-470-659-000VAT (DEC12,005-470-659-000
DP212770,CLEO SINGAPORE,,,,0,,
DP212771,XXXZARAH JANE ISIP,,,,0,,
DP212772,BUGHAW MULTI-LINES CORPORATION,,,,0,,
DP212773,FOOD AND DRUG ADMINISTRATION,,,,0,,0
DP212774,ROYAL ENTERPRISE,"1165 RIZAL ST.,CABANATUAN CITY",MYLENE Y. BUENO,(044)4640021,0,,
DP212775,XXXERWIN P. CASINGAL,,,,0,,
DP212776,RICHARD C. TABION,,,,0,,
DP212777,FE ICARO,,,,0,,
DP212778,XXXANGEL C. PASOS JR.,,,,0,,
DP212779,RAMIL DACANAY,,,,0,,
DP212780,CADANO CARGO TRANSPORT SERVICES INC.,"359 12TH ST. P-4 SILVERIOCMPD. SAN ISIDRO,PARANAQUE CITY",CHRISTOPHER CADANO,2163816/3329,15,008-051-005-000VAT (APR14,008-051-005-000
DP212781,LEON B. HERRERA,,,,0,102-890-190-000,
DP212782,ROWENA O. ESCUADRO,,,,0,,
DP212783,"XXXMAXIMO CHAN, JR.",,,,0,,
DP212784,JOSMAGS,"20th avenue,murphycubao,q.c.",,,0,,
DP212785,EDMUNDO FERNANDO,,,,0,,
DP212786,FEDEX,,,,0,,
DP212787,PANGASINAN GAMECOCK BREEDERS ASSOCIATION,,,,0,,
DP212788,KAMAGONG CHEMTRADE CORP.,"29 Kamagong St.,Ph2 Pacita 1San Pedro, Laguna",,,90,007-201-212-000 VAT,007-201-212-000
DP212789,"DANGRANFIELD, INC.",,,,0,,
DP212790,REYNALDO GALINDO,,,,0,,
DP212791,ZION AGRICULTURAL SUPPLY,,,,0,,
DP212792,IMPERIAL NOVA ENTERPRISE,"4882 Valenzuela st.Sta.  Mesa, Manila",,672-1839,60,150-913-943-000 VAT,150-913-943-000 VAT
DP212793,JOEL O. SINANGOTE JR.,,,,0,,
DP212794,GRACIANO ARINDAY,,,,0,,
DP212795,A.Q.ANCHETA & PARTNERS,MANDALUYONG CITY,,,0,221-777-640,
DP212796,REGAL TIRE SUPPLY,423 A.Mabini st.Caloocan City,HERMON P.TIU,285-11-17,30,269-208-646-000 VAT,269-208-646-000 VAT
DP212797,ERIC D. MARCELO,,,,0,,
DP212798,XXXJUN RAMON R. GUANZON,,,,0,,
DP212799,HI-FLECH ADVERTISING AND ENTERPRISES,,,,0,,
DP212800,NILO M. BARANDOG,,,,0,,
DP212801,FELIX SARMIENTO,,,,0,183-913-715,
DP212802,PRIMEX PLASTIC AND RUBBER COMPANY,"106 L.WOOD STREETTAYTAY, RIZAL",EMILY CRUZ,284-4932,0,007-595-238 VAT,
DP212803,XXXGARRY E. VILLANUEVA,,,,0,,
DP212804,PHILSTONE INDUSTRIAL & MANUFACTURING CORP.,"Lot 5 Blk 3, ManchesterSubd. Brgy. SauyoNovaliches QC",,,30,000-247-828-000 VAT,000-247-828-000 VAT
DP212805,XXXALLAN B. SANCHEZ,,,,0,,
DP212806,WILFRED JOHN ROYCE E. CEQUIÑA,,,,0,,
DP212807,XXXGRACCHUS ARINDAY,,,,0,,
DP212808,PHILIP ANTHONY C. STA.MARIA,,,,0,,
DP212809,"STEEL ART BILLBOARDS, INC.","#17 10TH ST.,EXT.CAPITOL SUBD.,BACOLOD CITY",,434-7444,30,006-770-836-000 VAT,006-770-836-000 VAT
DP212810,XXXWILLIAM CIA,,,,0,,
DP212811,KOWLOON HOUSE WEST,"16 WEST AVENUE, Q.C.",,372-3685,0,,
DP212812,ARVIN R. MANALO,,,,0,,
DP212813,WILJED CONSTRUCTION SUPLLY,"419 J.FIHUERAS ST.,SAMPALOC,MLA.",,,0,110-623-626-000 VAT,
DP212814,MITRA ANDAL TRADING,"Bulangan MaduyaCarmona, CAvite",,,0,267-874-168-001 NV,267-874-168-001 NV
DP212815,BENJIE BRIETA,,,,0,,
DP212816,XXX SELLING,,,,0,,
DP212817,EDREI POULTRY SUPPLY,,,,0,,
DP212818,GRADJODETTE POULTRY SUPPLY,,,,0,,
DP212819,ELVIN T. SAN MATEO,,,,0,,
DP212820,EDGARDO L. MARTINEZ SR.,,,,0,,
DP212821,XXXGRACE SALBOSA,,,,0,,
DP212822,STO.DOMINGO COMMERCIAL,,,,0,,
DP212823,RODAMA AGRIVET SUPPLIES,,,,0,,
DP212824,"DKSH PHILIPPINES, INC.","101 Prosperity Ave., corUnity Ave., Camelry Ind'lPark 1,Canlubang laguna",MANUEL SOTOMIL,864-1600,90,005-287-754-000 VAT,005-287-754-000 VAT
DP212825,XXXSEA AIR CASH C/O EAV,,,,0,,
DP212826,MRV REFRIGERATION,1978 E. RODRIGUEZ AVE.CUBAO QUEZON CITY,MRS. VILLAMAYOR,,0,104-014-145-000 VAT,104-014-145-000 VAT
DP212827,JR EAGLE PROMOTIONS,,,,0,,
DP212828,XXXENGINNER LINATOC,,,,0,,
DP212829,ABEL TIRE SUPPLY,"#27 20th AVE. SAN ROQUEMURPHY, CUBAO Q.C.",CHIT SANTOS,,0,205-118-502-000 VAT,205-118-502-000 VAT
DP212830,RM BELTRAN CORPORATION,"684 STO. CRISTO ST.BINONDO,MANILA PHIL.",DINNO CHAN BELTRAN,242-5410,0,229-625-166,
DP212831,AMBET ANDRADE,,,,0,,
DP212832,CORPORATE GIVEAWAYS,1904F.AGONCILLO COR.REMEDIOS ST.MALATE MANILA,MIGS RAMIREZ,3388-996,0,205-362-537-000,205-362-537-000
DP212833,MELVER G.TOLENTINO,"UNIT V,2ND FLOOR ISIDROBLDG. QUEZON AVE COR.VIGAN CITY ILOCOS SUR2700",MELVER TOLENTINO,077-722-2793,0,,
DP212834,STA.MARIA TRADING,"BLOCK 4 LOT 8 THE MEADOWSSUBD. PATAG,STA MARIABULACAN",,,0,,
DP212835,"WORLD EXPOS AND CONCEPTS, INC.",Paranaque City,,,0,006-605-236-000 VAT,006-605-236-000
DP212836,JO-MAGS AUTO REPAIR SHOP,"54 20TH AVE.,CUBAO,SANROQUEQUEZON CITY",JO L. LOQIUNARIO,,0,290-367-440-000 NON VAT,
DP212837,XXXXUNIFORMS@WORK,"1476 VICENTE G. CRUZ ST.COR.DIMASALANG ROADSAMPALOC,1008 MANILA",TMT UNIFORMS EXPERTS,711-0794,0,,
DP212838,ABENSON INC.,CUBAO,,,0,,
DP212839,GAMALIEL'S CATERING SERVICES,56 20TH AVE. MURPHYCUBAO QUEZON AVE.,,,0,,
DP212840,SYNERLINK PHARMA MARKETING,5 St. Louis CompoundSun Valley Subd.Paranaque City,,,0,103-176-418-000 NV,
DP212841,BALILI SIGN MASTER,"M.L QUEZON ST.,MAGUIKAYMANDAUE CITY6014",SUNNY BALILI,328-0936,0,,
DP212842,NELSON UY,,,,0,,
DP212843,NARD'S PADILLA MACHINE WORK,"252 A RODRIGUES AVE.,MANGGAHAN PASIG CITY",LEONARDO PADILLA,682-0216,0,165-491-015-001 VAT,165-491-015-001 VAT
DP212844,"XEOZONE,INC.",,,,0,,
DP212845,ROTARY CLUB OF MAKATI NORTH,"2/F AGRIFINA BLDG..COR.CAMIA & MILEGUAS STS.GUADALUPE VIEJO,MAKATI C.",,890-3633,0,,
DP212846,E-SHOP INC.,548 JUAN LUNA ST.BINONDO MANILA PHIL.,,,0,,
DP212847,XXXANN MARGARET D. SACRO,,,,0,,
DP212848,PABLIFORD AGRI SUPPLY,,,,0,,
DP212849,BATANGAS BREEDERS CLUB,"BRGY.BALINTAWAK LIPA CITYBATANGAS,PHILIPPINES",,,0,,
DP212850,PANDI,,,,0,,
DP212851,TOP CHOICE AGRIVET SUPPLY,,,,0,,
DP212852,KCS POULTRY SUPPLY,,,,0,,
DP212853,UPLB FI,"BLDG. A, AGLIBUT AVE.,COLLEGE, LOS BANOS,LAGUNA",,,0,001-025-864-000 NV,
DP212854,FERSALL INN,,,,0,,
DP212855,SOLARIS AUTOTECH SHOP,A.S FORTUNA BAKILID ST.MANDAUE CITY,,344-6792,0,119-436-185-000,
DP212856,GODOFREDO J.D. CUAHEROS IV,,,,0,,
DP212857,MARTIN ESCOLIN,,,,0,,
DP212858,FRANCIS GERARD AMPIL,,,,0,,
DP212859,XXXMARTIN M. GUISIHAN JR.,,,,0,,
DP212860,LAGOS DEL SOL RESORT,,,,0,,
DP212861,STANDARD CHARTERED,,,,0,,
DP212862,XXXLIZA TANIOG,,,,0,,
DP212863,XXXALDEN BORLONGAN,,,,0,,
DP212864,INTRO-VET P/S VETFILES,,,,0,,
DP212865,OSANG DE LA CRUZ,,,,0,,
DP212866,XXXXMARIE ANN DILAO,,,,0,,
DP212867,JOSE RONIE F. NOCETE,,,,0,,
DP212868,MAXICARE HEALTHCARE CORPORATION,"203 Salcedo St., LegazpiVillage, Makati City",,582-1900,0,000-487-637-000 VAT,000-487-637-000
DP212869,"PEOPLES BROADCASTING SERVICE,INC.",FLORETE BLDG.2406NOBELCORNER EDISON ST.MAKATI CITY,A.DELFIN,,0,000-486-429-005,
DP212870,MANILA MUSIC AND SPORT STORE,,,,0,,
DP212871,KIRBY CHUA,,,,0,,
DP212872,HENRY PHOTO SUPPLY,,,,0,,
DP212873,XXXPCF-BINAN C/O LIZA TANIOG,,,,0,,
DP212874,XXXLITO UMALI,,,,0,,
DP212875,EXEQUIEL S. GARRIDO III,,,,0,,
DP212876,"ENSON LABORATORIES, INC.","B20 L13 Silver St., MerryHomes II-B Zabarte Road,Novaliches, Caloocan City",,961-78-08,90,204-106-036-000 VAT,204-106-036-000
DP212877,S.M.E TIRE SUPPLY,47-B 20TH AVE.SAN ROQUEMURPHY QUEZON CITY,EDUARDO STA. MARIA,438-1149,0,226-161-429-000 VAT,226-161-429-000
DP212878,SANGILPHARM.CO.LTD.,"690-13 Sunggok Dong,Danwon-Gu",ANSAN.KUNGGI-DO,,0,,
DP212879,XXXMICHELLYN SANTIAGO,,,,0,,
DP212880,XXXREINER CECIL FABIAN,,,,0,,
DP212881,ABACUS MICRO COMPUTER,,,,0,,
DP212882,RON RYAN RIELXXX,,,,0,,
DP212883,AVA CONSTRUCTION SUPPLY,,,,0,,
DP212884,XXXALLAN M. BRIT,,,,0,,
DP212885,EUFEMIO ARRIESGADO,,,,0,100-069-658-000,
DP212886,CFA PRINT HAUS,"235-A Rev. Aglipay St.,Poblacion, MandaluyongCity",BOYET AUMENTADO,664-7209,90,109-042-780-000VAT,109-042-780-000
DP212887,"CONNELL BROS. CO. PILIPINAS, INC.","4/f Agustin 1 Bldg.,Emerald Ave. OrtigasCenter, Pasig City",MARICHU,633 40 90/88,30,000-158-161-000 VAT,000-158-161-000 VAT
DP212888,ONE ROMAN SUITES HOTEL & BALCONY,,,,0,,
DP212889,XXXALVIN G. SUAREZ,,,,0,,
DP212890,ENRIQUE JAIME Y. CASTILLO,,,,0,,
DP212891,FAIRE TECHNOLOGIES INC.,49 E FERNANDEZ ST.SANJUAN METRO MANILA;PHIL.,,722-0797,0,100-260-416-001,
DP212892,WASHINGTON JEWELRY EMPORIUM,ARANETA CTR. CUBAOQUEZON CITY911-1221,,,0,000-106-565-005,000-106-565-005
DP212893,SONNY VILLARIAS,,,,0,,
DP212894,HERNANDO TIPA,,,,0,,
DP212895,DAILY SUPERMARKET,,,,0,,
DP212896,XXXCFA PRINT HAUS,"235-A REV.AGLIPAY ST.POBLACION,MANDALUYONGCITY",,,0,,109-042-780-000VAT
DP212897,MAXEL CONSTRUCTION SUPPLY,"NAT'L NEPA HI-WAYSAN VICENTE, BINANLAGUNA",TONY TAN,710-7684,30,259-843-410-000 VAT,259-843-410-000 VAT
DP212898,ADP INDUSTRIES CORP.,,,,0,,
DP212899,XXXSIBULAN AGRIVET,,,,0,,
DP212900,ROBINSONS SUPERMARKET,"SPARK PLACE, P. TUAZONCOR. 10TH AVE., CUBAO,QUEZON CITY",,,0,000-405-340-107 VAT REG,
DP212901,SOURCE SMART GLOBAL VENTURE INC.,"67-D NICANOR ROXAS ST.,QUEZON CITY",JULIE,632-7417392,30,240-970-466-000 VAT,240-970-466-000
DP212902,NATCCO,Proj. 4 Quezon City,,,0,007-086-754-000 VAT,007-086-754-000
DP212903,PALMAS DEL MAR,,,,0,,
DP212904,"EAST SHEPHERD FORWARDING AND LOGISTIC,INC.",5FRANCISCO ST.BRGY.75CALOOCAN CITY,,,0,007-781-625-000,
DP212905,XXXMANG DANIEL,,,,0,,
DP212906,RAMON JOQUICO,,,,0,,
DP212907,THE SUGARLAND HOTEL CORPORATION,,,,0,000-729-865 VAT,000-729-865
DP212908,"GOLDEN MILE BUSINESS PARK LOCATORS ASSOC.,INC",,,,0,,
DP212909,IONNAS ENTERPRISES,"3558 DURANGGO ST. COR.EMILIA ST., PALANAN,MAKATI CITY",,,0,100-194-654-000 VAT,100-194-654-000
DP212910,KENRICK TRADING,,,,30,,
DP212911,JOSEFINA CHUATAK,,,,0,,
DP212912,PARROD & KRISTINE BITI,,,,0,,
DP212913,"PESTMASTERS CHEMICAL PHILS., INC.","2217SOUTH SUPER HIWAY,SAN ANDRES, MANILA",,484-3690,60,006-933-153-000 VAT,006-933-153-000
DP212914,"ROXAS FOOD VENTURES, INC.",,,,0,,
DP212915,"XXXBENEDICTO T. CRUZ, JR.",,,,0,,
DP212916,TOP LINE POULTRY SUPPLY,,,,0,,
DP212917,XXXLUZVIMINDA N. NIERE,,,,0,,
DP212918,XXXGREG NUEVA,,,,0,,
DP212919,PHILIPPINE AIRLINE C/O PURCHASING,CUBAO,,,0,,
DP212920,"FANFRELEUCHE ENTERPRISES, INC. - XXX",,,,0,,
DP212921,PEOPLE MANAGEMENT ASSOCIATION OF THE PHILS.,,,726-1581,0,,
DP212922,RODOLFO JOSEPH Y. BALLESTEROS,,,,0,,
DP212923,ELEONERE V. JAAFAR,,,,0,,
DP212924,PCLB HARDWARE & GEN. MERCHANDISE,"52A 20th Avenue cor.D. Silang St, Cubao Q.C.",,,0,261-930-811-000 VAT,261-930-811-000
DP212925,ROZANNE LYNN G. ESPINO,,,,0,,
DP212926,ROLANDO TABANILLAXXXXX,,,,0,,
DP212927,CEBU PACIFIC/CASH C/O PURCHASING,CUBAO,,,0,,
DP212928,PHILIPPINE PHARMACISTS ASSOCIATION INC.,,,,0,,
DP212929,GRAND PRIX TIRE SUPPLY,"755-A EDSA, Pasay City",,833-9136,0,103-768-233-000 VAT,103-768-233-000
DP212930,RENATO CALACDAY,,,,0,,
DP212931,NOTRE DAME BROADCASTING CORPORATION,"DAANG MAHARLIKA,9400 KIDAPAWAN CITY",,(064)2881557,0,000-926-425-001VAT(MAY'15,000-926-425-000
DP212932,XXXRODOLFO,,,,0,,
DP212933,EDWIN ANGELES,,,,0,,
DP212934,AIR PHILS./CASH C/O PURCHASING,,,,0,,
DP212935,LUIS MA PE III & JOANA MARIE SIO TAN,,,,0,,
DP212936,"PRIMEWOOD CONSTRUCTION & MARKETING, INC.","km 30 National HiwaySan Pedro, Laguna",SUGAR,808-4192,0,000-422-502-000 VAT,000-422-502-000 VAT
DP212937,LUIS TINSAY,,,,0,,
DP212938,LHC SQUARE INCORPORATED,"74 15TH AVE. CORNER MAINAVE. MURPHY, QUEZON CITY",,,0,007-305-565-000,007-305-565-000
DP212939,XXXPRIMITIVO D. GALINDO,,,,0,,
DP212940,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,0,,
DP212941,UDTONG ARB-MULTI PURPOSE COOPERATIVE,"Udtong, Lambayong,Sultan Kudarat",MARIVIC,02 5840994,0,005-809-013 NV,005-809-013 NV
DP212942,ERLYN TANCO,,,,0,,
DP212943,XXXAURELIA GALARRITA,,,,0,,
DP212944,JEFFREY B. HALLARE,,,,0,,
DP212945,JECIADRYL TRADING,B3 L35 Aurora HtsSan Antonio San PedroLaguna,,,30,185-947-895-000 NON VAT,
DP212946,LLOYD P. MAHILUM,,,,0,,
DP212947,MUNICIPALITY OF BACOOR CAVITE,,,,0,,
DP212948,MUNICIPALITY OF PILI CAMARINES SUR,,,,0,,
DP212949,ANTIPOLO CITY TREASURER'S OFFICE,,,,0,,
DP212950,EDISON LEE MARKETING CORPORATION,"628 Madrid, Tondo Manila",,,45,000-324-750-000 VAT,000-324-750-000
